comment,text_clean,sentiment,label_encoded
"SEPAK TERJANG MENKEU PURBAYA ""OK"" POSISI KPK SELAMA INI !! APA ? AL HASIL !! BAIKNYA BUBARIN AJA, TIDAK BEDA DG DPR > HABISI ANGGARAN NEGARA. MIKIR RAKYAT ? TIDAK SAMA SE X !! PERCUMAAH GK DA GUNANYA.",sepak terjang menkeu purbaya ok posisi kpk selama ini apa al hasil baiknya bubarin saja tidak beda dengan dpr habisi anggaran negara mikir rakyat tidak sama se x percumaah tidak da gunanya,negative,0
"INDONESIA MENGEMIS KERETA API CEPAT WHOOSH, DUGAAN KORUPSI APBN.

HANCUR.
TUMBANG.",indonesia mengemis kereta api cepat whoosh dugaan korupsi apbn hancur tumbang,negative,0
KPK YG PASTI AJAaaaaaa. Korup 1.3 t Kereta trans sulawesiiii. Kan besstiieee mengalihkan isuuueeee,kpk yang pasti ajaa korup     t kereta trans sulawesii kan besstiiee mengalihkan isuuee,negative,0
KPK  pasti sdah tau caranya jika mau pasti mudah diusut,kpk pasti sdah tau caranya jika mau pasti mudah diusut,neutral,1
Ini baru babak awal korupsi yg dilakukan pemerintahan mulyono,ini baru babak awal korupsi yang dilakukan pemerintahan mulyono,negative,0
korupsi itu pengkhianatan,korupsi itu pengkhianatan,negative,0
Heran heran wakil rakyat DPR kok tutup mulut ada apa ya ?,heran heran wakil rakyat dpr kok tutup mulut ada apa ya,negative,0
"Sampai ayam tumbuh gigi KPK yg sekarang tdk akan menuntaskan project kereta cepat, kecuali diganti semua komisioner nya",sampai ayam tumbuh gigi kpk yang sekarang tidak akan menuntaskan project kereta cepat kecuali diganti semua komisioner nya,negative,0
Ini termul termul srmua ini,ini termul termul srmua ini,neutral,1
"KPK pasti sudah tahu siapa dalangnya,cuman tidak berani",kpk pasti sudah tahu siapa dalangnya cuman tidak berani,negative,0
mana bsa berani usut kereta cepat,mana bsa berani usut kereta cepat,negative,0
"Tak bisa di usut sudah terstruktur, sistematis, dan masiv",tidak bisa di usut sudah terstruktur sistematis dan masiv,negative,0
"Satu dana tapi banyak proyek, kereta cepat hanya umpan",satu dana tapi banyak proyek kereta cepat hanya umpan,negative,0
"Oooo kpk masih ada,,",oo kpk masih ada,neutral,1
Masihbisa ketawa cunguk tiongkok,masihbisa ketawa cunguk tiongkok,neutral,1
Klou dlu KPK punya Taji sekrg setelah di revisi jdi ompong,klou dlu kpk punya taji sekrg setelah di revisi jdi ompong,negative,0
"Harusnya  ĵangan paksa   ka whoosh bnyak moda lain, pdhal ka  d luar jawa, kalimntan, sulawesi, ppua, sumtŕa  ÿg sangat perlu.",harusnya angan paksa ka whoosh bnyak moda lain pdhal ka d luar jawa kalimntan sulawesi ppua sumt a g sangat perlu,negative,0
"Kpk antara mengusut atau kpk di nepalkan rakyat karena rakyat sdh muak dgn penegakan hukum yg hancur se hancur""nya selama 10th terakir ini",kpk antara mengusut atau kpk di nepalkan rakyat karena rakyat sudah muak dengan penegakan hukum yang hancur se hancur nya selama  th terakir ini,negative,0
"Mudahan KPK betul menyusuri  dugaan Koropsi Woohs,jangan cumak OMON OMON aja",mudahan kpk betul menyusuri dugaan koropsi woohs jangan cumak omon omon saja,negative,0
"Ada 1000 proyek pemerintah
Di atas 1 M

Ada berapa proyek yang di korupsi dari 1000 proyek di atas

A. 1000
B. 0
C. 2000
D. Lain nya",ada   proyek pemerintah di atas   m ada berapa proyek yang di korupsi dari   proyek di atas a   b   c   d lain nya,neutral,1
"Selama KPK masih dipimpin polisi,  tidak bakalan",selama kpk masih dipimpin polisi tidak bakalan,negative,0
Kpk hrs di repirmasi.di era jomowi sampai saat ini gk gu na.masih milih2.mngkun sesusi pesanan.,kpk hrs di repirmasi di era jomowi sampai saat ini tidak gu na masih milih  mngkun sesusi pesanan,negative,0
KPK.mengapa jadi.penunggu bola hanyut,kpk mengapa jadi penunggu bola hanyut,negative,0
"KPK ibarat pemain sepak bola yg pasif bergerak, kerjanya cuma nunggu bola datang. Dan jika bola datang tendangannya nyleneh padahal dia digaji negara. Seumpama KPK kerjanya main tuan2an buat apa ada KPK.",kpk ibarat pemain sepak bola yang pasif bergerak kerjanya cuma nunggu bola datang dan jika bola datang tendangannya nyleneh padahal dia digaji negara seumpama kpk kerjanya main tuan an buat apa ada kpk,negative,0
"Kalo bisa jangan KPK  yg mengusut 
KPK TERMUL",kalau bisa jangan kpk yang mengusut kpk termul,negative,0
"negara ini banyak pejabat maruk.kalo pelaku swasta digedein2x angka korupnya dan dimaksimalkan hukumannya dan ditonjolkan utk nutupi kasus korupsi oleh pejabat pemerintah/kenalan pejabat ,dan kalo koruptornya pejabat pemerintah dilindungi dan kalo bisa dialihkan isu terus. karma nyata.lakukan itu terus,hukumannya nanti di dunia lain.",negara ini banyak pejabat maruk kalau pelaku swasta digedein x angka korupnya dan dimaksimalkan hukumannya dan ditonjolkan untuk nutupi kasus korupsi oleh pejabat pemerintah kenalan pejabat dan kalau koruptornya pejabat pemerintah dilindungi dan kalau bisa dialihkan isu terus karma nyata lakukan itu terus hukumannya nanti di dunia lain,negative,0
"Ketua KPK ini Lucu sekali, untuk apa anda di pilih jadi ketua KPK trus anda tdk mau bekerja, hanya menunggu orang Lain Cari Bukti2 nya, masa yg tdk punya Gaji di suru kerja😂😂😂😂",ketua kpk ini lucu sekali untuk apa anda di pilih jadi ketua kpk trus anda tidak mau bekerja hanya menunggu orang lain cari bukti  nya masa yang tidak punya gaji di suru kerja,negative,0
Saatnya Tangkap adili Joko wi keluarga dan teman temanya 🙏,saatnya tangkap adili joko wi keluarga dan teman temanya,negative,0
usut semuanya klo kpk ga berani ngusut ganti ketua kpk nya,usut semuanya kalau kpk tidak berani ngusut ganti ketua kpk nya,negative,0
Harus ada unsur lembaga independen yg pro rakyat dlm pengusutan,harus ada unsur lembaga independen yang pro rakyat dlm pengusutan,neutral,1
Yg jlas yg bertanggung jawab bukan masyarakat titik,yang jlas yang bertanggung jawab bukan masyarakat titik,neutral,1
"Serahkan saja ke rakyat sperti  nepal, pasti tuntas 😂",serahkan saja ke rakyat sperti nepal pasti tuntas,neutral,1
Faisal Basri : KCIC adlh Proyek PROPERTI  (utk menunjang pembangunan properti didaerah/area yg dilalui hingga ujungnya !! Pertinyiinnyi : siapa para big boss properti tsb ???,faisal basri kcic adlh proyek properti untuk menunjang pembangunan properti didaerah area yang dilalui hingga ujungnya pertinyiinnyi siapa para big boss properti tsb,neutral,1
Pendapat para narsum sangat relevan dan sangat bisa di terima rakyat kecil,pendapat para narsum sangat relevan dan sangat bisa di terima rakyat kecil,neutral,1
gk berani usut sbb dah di tutup mulutnya dgn pulllllluuuuusssss,tidak berani usut sbb sudah di tutup mulutnya dengan pulluuss,negative,0
KPK tuli dan buta brooo!,kpk tuli dan buta broo,negative,0
Audit semua mulai tahap perencanaan rampas aset nya utk membayar utang kereta cepat.,audit semua mulai tahap perencanaan rampas aset nya untuk membayar utang kereta cepat,negative,0
Di saku ada 11 RB T,di saku ada   rb t,neutral,1
"Ayo KPK, jangan diam aja. Usut tuntas",ayo kpk jangan diam saja usut tuntas,negative,0
Setuju bila kpk di bubarin,setuju bila kpk di bubarin,negative,0
KPK di suruh usut penanggungjawab kereta cepat malah plang plongo,kpk di suruh usut penanggungjawab kereta cepat malah plang plongo,negative,0
"Seharusnya kpk tidak lagi diisi oleh polisi karena ya seperti sekarang ini kerjanya ngambang. 
Semenjak adanya revisi UU KPK membuat kerjanya semakin lemah tidak independen lagi tapi herannya sama geng solo justru UU KPK di revisi untuk menguatkan kinerjanya, menguatkan gundulmu. Sekarang ngurus satu kasus saja bertele-tele sampai berbulan-bulan.
Waktu kpk masih diisi para cendekiawan sepak terjangnya sangat ditakuti dan gerakannya sat set das des tanpa pandang bulu. Intinya kpk harus diisi orang berintegritas tinggi dan lebih baik dari sipil saja.",seharusnya kpk tidak lagi diisi oleh polisi karena ya seperti sekarang ini kerjanya ngambang semenjak adanya revisi uu kpk membuat kerjanya semakin lemah tidak independen lagi tapi herannya sama geng solo justru uu kpk di revisi untuk menguatkan kinerjanya menguatkan gundulmu sekarang ngurus satu kasus saja bertele tele sampai berbulan bulan waktu kpk masih diisi para cendekiawan sepak terjangnya sangat ditakuti dan gerakannya sat set das des tanpa pandang bulu intinya kpk harus diisi orang berintegritas tinggi dan lebih baik dari sipil saja,negative,0
Sudah tidak percaya KPK termasuk sewaktu pak Yudi di KPK tidak percaya sama KPK nanti berkoar berkoar kalau sudah dipecat termasuk Abraham Samad sama semua nanti banyak bicara kalau sudah dipecat.,sudah tidak percaya kpk termasuk sewaktu pak yudi di kpk tidak percaya sama kpk nanti berkoar berkoar kalau sudah dipecat termasuk abraham samad sama semua nanti banyak bicara kalau sudah dipecat,negative,0
WIWOK DETOK TANPA KENDARAAN KERBO..HANYA MANUSIA HINA TERNYATA USUT TERUS JEBLOSKAN WIWOG DETOG KEDALAM SEL,wiwok detok tanpa kendaraan kerbo hanya manusia hina ternyata usut terus jebloskan wiwog detog kedalam sel,negative,0
"Gasss  

Masih ngopi aja kali 

Waktu nya kerja",gass masih ngopi saja kali waktu nya kerja,neutral,1
"Tuh denger 

Masih kurang jelas kali",tuh denger masih kurang jelas kali,neutral,1
Mana yg bisa di korupsi yaitu yg di ACC,mana yang bisa di korupsi yaitu yang di acc,negative,0
KPK bobrok kok mau ngusut,kpk bobrok kok mau ngusut,negative,0
"Ayo dong KPK bertindak eks penyidik sudah bicara, berarti ada kecurigaan",ayo dong kpk bertindak eks penyidik sudah bicara berarti ada kecurigaan,negative,0
"Harus diusut tuntas, jika dari awal sudah tidak menguntungkan negara tetapi mereka ngotot dilaksanakan maka harus diselidiki potensi mereka mendapat keuntungan pribadi atau korupsi.",harus diusut tuntas jika dari awal sudah tidak menguntungkan negara tetapi mereka ngotot dilaksanakan maka harus diselidiki potensi mereka mendapat keuntungan pribadi atau korupsi,negative,0
"Ayo pak joko jangan cuma diam, diam bisa jadi korupsi,",ayo pak joko jangan cuma diam diam bisa jadi korupsi,negative,0
"Bukan berjama'ah mbak, tapi berjema'at.",bukan berjama ah mbak tapi berjema at,neutral,1
Mampus kalian yg ikut korosi  di pembangunan kereta api cepat dulu terima uang nya senang sekali  sekarang kamu akan masuk penjara yg  paling jelass nerakatempat mu.,mampus kalian yang ikut korosi di pembangunan kereta api cepat dulu terima uang nya senang sekali sekarang kamu akan masuk penjara yang paling jelass nerakatempat mu,negative,0
KPK dikuasai mulyono,kpk dikuasai mulyono,negative,0
"Asal Mau menyelidiki, pasti bisa. Project jelas. Nominal jelas. Yng tanda tangan jelas. Pak Yudi yng Jadi Ketua KPK saja.",asal mau menyelidiki pasti bisa project jelas nominal jelas yng tanda tangan jelas pak yudi yng jadi ketua kpk saja,negative,0
Amerika lagi tepuk tangan melihat carut marutnya masalah Woosh di Indonesia.,amerika lagi tepuk tangan melihat carut marutnya masalah woosh di indonesia,neutral,1
"Ikhlasin aja cuma beberapa triliun kok, anggep aja sedekah",ikhlasin saja cuma beberapa triliun kok anggep saja sedekah,positive,2
"REFORMASI KPK , KAPOLRI DAN KEJAKSAAN  , udah banyak tikus",reformasi kpk kapolri dan kejaksaan sudah banyak tikus,negative,0
Yi gak bisalah ijasahnya saja spt itu,yi tidak bisalah ijasahnya saja spt itu,neutral,1
"mimpi berlebihan saya sebagai masyrakat Indonesia sudh gak ada lagi harapan di Indonesia keadilan itu hanya omong kosong hanya dikatakan tapi tidak lakukan 
jangankan jok diadili silvester aja kaga bisa ditangkap jika orang ini bisa dipenjarakan pasti akan ada perubahan yg baik untuk Indonesia hukum itu cuma alat untuk yg punya duit / berkuasa",mimpi berlebihan saya sebagai masyrakat indonesia sudh tidak ada lagi harapan di indonesia keadilan itu hanya omong kosong hanya dikatakan tapi tidak lakukan jangankan jok diadili silvester saja kaga bisa ditangkap jika orang ini bisa dipenjarakan pasti akan ada perubahan yang baik untuk indonesia hukum itu cuma alat untuk yang punya duit berkuasa,negative,0
"Sejatinya rusak nya negeri ini,karena BPK impoten",sejatinya rusak nya negeri ini karena bpk impoten,negative,0
"Ayo kpk usut segera tunjukan nyalimu mumpung mulyono dan opung LBPmasih hidup,ada begitu banyak informasi yg jadi petunjuk tentang KCIC.",ayo kpk usut segera tunjukan nyalimu mumpung mulyono dan opung lbpmasih hidup ada begitu banyak informasi yang jadi petunjuk tentang kcic,negative,0
Percuma berharap sama kpk buat nanganin kasus besar ngak ada power😂😂😂,percuma berharap sama kpk buat nanganin kasus besar ngak ada power,negative,0
"KPK, BPK, aparat pengawasan dan penegak hukum melempem, harus direformasi secepatnya",kpk bpk aparat pengawasan dan penegak hukum melempem harus direformasi secepatnya,negative,0
Kurapan sdh disekujur tubuh itu gambaran laknat sdh bekerja,kurapan sudah disekujur tubuh itu gambaran laknat sudah bekerja,negative,0
"Memancing netizen komentar, tapi tetap tidak berani bertindak",memancing netizen komentar tapi tetap tidak berani bertindak,neutral,1
Usut tuntas biar termul melek siapa yang di puja2 seakan-akan manusia tanpa cela😂,usut tuntas biar termul melek siapa yang di puja  seakan akan manusia tanpa cela,negative,0
Luhut udah siap2 cabut tuh waspada,luhut sudah siap  cabut tuh waspada,negative,0
"KORUPTOR ITU KLW MAU MELAKUKAN KORUP NYA ,,SDH BERFIKIR JAUH KEDEPQN AKAN DAMPAK NYA JIKA SAMPAI BOCOR ,KORUPTOR ITU BERMAIN DI BALIK MEJA ,YG MENJALANKANNYA ANAK BUAH NYA DGN KONSEKWENSI NYA JIKA  SAMPAI BOCOR ,HARUS MEMUTUSKAN MATA RANTAI NYA AGAR TDK SAMPAI KE PEMBERI KUASA  UTK MELAKUKAN KORUPSI NYA",koruptor itu klw mau melakukan korup nya sudah berfikir jauh kedepqn akan dampak nya jika sampai bocor koruptor itu bermain di balik meja yang menjalankannya anak buah nya dengan konsekwensi nya jika sampai bocor harus memutuskan mata rantai nya agar tidak sampai ke pemberi kuasa untuk melakukan korupsi nya,negative,0
Transportasi tidak mencari laba tapi jangan rugi sampai tidak bisa bayar,transportasi tidak mencari laba tapi jangan rugi sampai tidak bisa bayar,neutral,1
Ah Si Emput jadi letoi,ah si emput jadi letoi,neutral,1
"Msalahnya biaya pembuatan nya pak yang terllu mahal berpa kali lipat dari yang seharusnya, jngan dkira rakyat plonga plongo yeeee",msalahnya biaya pembuatan nya pak yang terllu mahal berpa kali lipat dari yang seharusnya jngan dkira rakyat plonga plongo yee,negative,0
"Nah ini bener kalau ada yg lebih efesiensi BBM krn naik kereta, subsisdi bbm berkurang dan efesiensi waktu pengguna kereta cepat, tapi kalau ada yg korupsi di hukum mati aja jadi beres gak ada keributan soal korupsi lagi, sita semua hasil korupsi",nah ini bener kalau ada yang lebih efesiensi bbm karna naik kereta subsisdi bbm berkurang dan efesiensi waktu pengguna kereta cepat tapi kalau ada yang korupsi di hukum mati saja jadi beres tidak ada keributan soal korupsi lagi sita semua hasil korupsi,negative,0
Orang kalau sudah benci itu mau dalil apapun tetap salah. Tetaplah  berjalan meski banyak kerikil yg tajam di depanmu. Allah tidak tidur.,orang kalau sudah benci itu mau dalil apapun tetap salah tetaplah berjalan meski banyak kerikil yang tajam di depanmu allah tidak tidur,positive,2
"Adili, rampas asetnya dan hukum seumur hidup",adili rampas asetnya dan hukum seumur hidup,negative,0
Temennya YA DIBELA😂😂😂😂,temennya ya dibela,negative,0
"Pk Mahpud ngapain  di beberapa wawancara selalu berupaya meyakinkan bahwa Luhut  tidak terlibat ada apA sebenarnya apa  karna sering dtrasfer atau kedekatan ???
Sy sebagai rakyat biasa,cukup yakin karna dia  cukup lama di pemerintahan sebelumnya dan pengaruh nya di pemerintahan,cba cek berapa kekayaan nya selama menjabat,tolong bapak propesional biarkan di usut semua nya yg terlibat Tampa pandang bulu.",pk mahpud ngapain di beberapa wawancara selalu berupaya meyakinkan bahwa luhut tidak terlibat ada apa sebenarnya apa karna sering dtrasfer atau kedekatan saya sebagai rakyat biasa cukup yakin karna dia cukup lama di pemerintahan sebelumnya dan pengaruh nya di pemerintahan cba cek berapa kekayaan nya selama menjabat tolong bapak propesional biarkan di usut semua nya yang terlibat tampa pandang bulu,negative,0
SIRENE WHOOSH AKAN SERAP UTANG JUMBO WHOSH RAKYAT KEMENKEU JGN KWATIR POKOK NYA SETEL,sirene whoosh akan serap utang jumbo whosh rakyat kemenkeu jgn kwatir pokok nya setel,negative,0
"Kok pak mafud NGEPER sihh
Padahal kita udah 1 feeling LUHUT dicurigai.",kok pak mafud ngeper sihh padahal kita sudah   feeling luhut dicurigai,negative,0
ok kemacetan yang mana yang berkurang karena whoosh jakarta bandung,ok kemacetan yang mana yang berkurang karena whoosh jakarta bandung,neutral,1
"Kok ragu, jelas"" Dia dari awal yg ngurus",kok ragu jelas dia dari awal yang ngurus,negative,0
"Ganti dulu ketua kpknya ,Bru di usut",ganti dulu ketua kpknya bru di usut,negative,0
Mahfud MD ini Sangkuni nya Indonesia,mahfud md ini sangkuni nya indonesia,negative,0
Lapor kau mahfud  itu baru hebat.,lapor kau mahfud itu baru hebat,neutral,1
Mengapa ragu emangnya dia orang suci,mengapa ragu emangnya dia orang suci,negative,0
"Sosialnya pun gak dapat pak 
Kemahalan tiket nya",sosialnya pun tidak dapat pak kemahalan tiket nya,neutral,1
Kesepakatan restrukturisasi hutang 60 tahun whoosh,kesepakatan restrukturisasi hutang   tahun whoosh,neutral,1
Km org mengerti  koh ini tdk baik babagaimana  dng km.buat yg baik sj .jgn aneh2 .km percaya km,km org mengerti koh ini tidak baik babagaimana dng km buat yang baik sj jgn aneh  km percaya km,neutral,1
Apa kaitannya kereta dengan macet,apa kaitannya kereta dengan macet,neutral,1
"Pa Mahfud merasa RAGU, apakah Luhut terlibat Korupsi Kereta Cepat; karena mungkin pa Mahfud pernah jadi Komisaris PT pa Luhut  dst",pa mahfud merasa ragu apakah luhut terlibat korupsi kereta cepat karena mungkin pa mahfud pernah jadi komisaris pt pa luhut dst,negative,0
"Pantas bisnis martabak, pisang goreng, dan usaha meuble pada bangkrut krn tdk kejar keuntungan, tapi biar di bilang baik. 😂😂😂",pantas bisnis martabak pisang goreng dan usaha meuble pada bangkrut karna tidak kejar keuntungan tapi biar di bilang baik,neutral,1
Wakto jado menko apa aja kerjanya,wakto jado menko apa saja kerjanya,neutral,1
Yang jelas hanyalah penipuan besar terhadap keuangan rakyat.,yang jelas hanyalah penipuan besar terhadap keuangan rakyat,negative,0
Pak Mahfud md ngomong nya ber tele tele.,pak mahfud md ngomong nya ber tele tele,neutral,1
kalau tidak korupsi tidak masalah,kalau tidak korupsi tidak masalah,neutral,1
"Bismillahirrahmanirrahim,segenap seluruh rakyat yg terzolimi atas pemerintah kita yg banyak korup,mari kita berdoa smoga kedepannya Indonesia bebas korupsi, hukuman tegas bagi koruptor menanti,jgn dtunda2.indonesia sudah bangkrut gara2 segelintir orang ( koruptor )",bismillahirrahmanirrahim segenap seluruh rakyat yang terzolimi atas pemerintah kita yang banyak korup mari kita berdoa smoga kedepannya indonesia bebas korupsi hukuman tegas bagi koruptor menanti jgn dtunda  indonesia sudah bangkrut gara  segelintir orang koruptor,negative,0
Pagi tahu sore tempe,pagi tahu sore tempe,neutral,1
Terang dan jelas,terang dan jelas,neutral,1
ngomong opo iki😂😂😂😂 ga nyambung cuci kaki tdr pak tunggu panggiln kpk sesuai ni antrian 😂😂😂,ngomong opo iki tidak nyambung cuci kaki tdr pak tunggu panggiln kpk sesuai ni antrian,neutral,1
Dia ini bagian hukum negara dulu ngapain aja ga,dia ini bagian hukum negara dulu ngapain saja tidak,neutral,1
Saling cari aman 😅😂😂😂,saling cari aman,neutral,1
carilah terus alasan kerugian woosh terus menerus agar rakyat tertipu lagi oleh kebohonganmu,carilah terus alasan kerugian woosh terus menerus agar rakyat tertipu lagi oleh kebohonganmu,negative,0
Kok harus cepat bertindak,kok harus cepat bertindak,neutral,1
"Bila  ada praktik KORUPSI  pada proyek WHOOSH segera SIKAT ! Jangan sampai kalah cepat dgn  Makhluk Pemakan Bangkai yg dgn sigap menjadikan WHOOSH  sbg konten untuk menghasut dan memfitnah.WHOOSH telah mentransformasi sistem perkeretaapian Indonesia dari JAHILIAH (lambat,jadwal amboradul dan telah puluhan tahun membunuh ribuan rakyat Indonesia karena berbagai KECELAKAAN) menjadi modern,aman,nyaman ,cepat dan tepat waktu.Ingat, bagi bangsa  beradab 1 JIWA RAKYAT  nilainya TAK  TERBATAS ! Tak bisa dinilai dgn UANG ! Seharusnya teknologi WHOOSH segera dipelajari,dikuasai dan dikembangkan sendiri agar mandiri, bukan dihujat mengikuti hasutan dan fitnah Makhluk Pemakan Bangkai.Prabowo adalah Visioner  Great Leader,dgn kompetensi,wisdom dan CINTA-nya pasti menemukan solusi untuk melesat maju.Mustahil ia berhenti dan kembali ke jaman JAHILIAH hanya karena hasutan dan FITNAH.",bila ada praktik korupsi pada proyek whoosh segera sikat jangan sampai kalah cepat dengan makhluk pemakan bangkai yang dengan sigap menjadikan whoosh sbg konten untuk menghasut dan memfitnah whoosh telah mentransformasi sistem perkeretaapian indonesia dari jahiliah lambat jadwal amboradul dan telah puluhan tahun membunuh ribuan rakyat indonesia karena berbagai kecelakaan menjadi modern aman nyaman cepat dan tepat waktu ingat bagi bangsa beradab   jiwa rakyat nilainya tidak terbatas tidak bisa dinilai dengan uang seharusnya teknologi whoosh segera dipelajari dikuasai dan dikembangkan sendiri agar mandiri bukan dihujat mengikuti hasutan dan fitnah makhluk pemakan bangkai prabowo adalah visioner great leader dengan kompetensi wisdom dan cinta nya pasti menemukan solusi untuk melesat maju mustahil ia berhenti dan kembali ke jaman jahiliah hanya karena hasutan dan fitnah,positive,2
"KAPAN MAU MAJU INDONESIA INI,KALAU ORANG BAGUN INI ITU DI PROTES🙈🙈",kapan mau maju indonesia ini kalau orang bagun ini itu di protes,neutral,1
KPK HARUS TELUSURI DAN BONGKAR KASUS WHOOSH,kpk harus telusuri dan bongkar kasus whoosh,negative,0
"Kemacetan jakarta adlah pelemparan bicara, seberapa besar mengusulkan kereta cepat",kemacetan jakarta adlah pelemparan bicara seberapa besar mengusulkan kereta cepat,neutral,1
"Mahmud MD mulut mu sudah  tidak bisa di percaya lagi,kamu sudah tidak pro rakyat lagi maka kau musuh kami rakyat kecil
Ada dgn kau 
Sekarang berubah haluan sudah jadi TERMUL kau sekarang Mahmud
Dibayar berapa",mahmud md mulut mu sudah tidak bisa di percaya lagi kamu sudah tidak pro rakyat lagi maka kau musuh kami rakyat kecil ada dengan kau sekarang berubah haluan sudah jadi termul kau sekarang mahmud dibayar berapa,negative,0
"Kritisnya kok gak pas didalam pemerintahan pak?
Waktu diluar pemerintahan baru koar2",kritisnya kok tidak pas didalam pemerintahan pak waktu diluar pemerintahan baru koar ,neutral,1
Makanya hutangnya banyak  karena pemimpinnya TDK menghitung laba,makanya hutangnya banyak karena pemimpinnya tidak menghitung laba,negative,0
Saya melihat Sorot Mata DM Mahngemud bukan org jujur yg tau jujur atau tdk ya Mahngemud sendiri kalo saya mah gemud bukan org jujur,saya melihat sorot mata dm mahngemud bukan org jujur yang tau jujur atau tidak ya mahngemud sendiri kalau saya mah gemud bukan org jujur,neutral,1
Mahfud MD setelah kalah pilpres,mahfud md setelah kalah pilpres,neutral,1
"Sengkuni sekaligus brutus, memalukan",sengkuni sekaligus brutus memalukan,neutral,1
Ngapai MFud bela² Luhut?,ngapai mfud bela  luhut,neutral,1
Negara apa ini.pejabat nya perampok semua.mending bubaring saja negara ini muak aku meliat nya 🤮🤮🤮,negara apa ini pejabat nya perampok semua mending bubaring saja negara ini muak aku meliat nya,negative,0
ayo kpk cepet periksa kaum² termol,ayo kpk cepet periksa kaum  termol,negative,0
Ya terus kenapa bunga rendah di tolak dan ambil bunga tinggi? Toh ujung2nya apbn.,ya terus kenapa bunga rendah di tolak dan ambil bunga tinggi toh ujung nya apbn,negative,0
Alasannya pinterr bgt..untuk mengalihkan korupsi y..tukang balikin fakta,alasannya pinterr banget untuk mengalihkan korupsi ya tukang balikin fakta,negative,0
Lu cari aman doang ah,lu cari aman doang ah,neutral,1
Wes suwe klo prinsip dasar transportasi seperti itu..yg jadi soal itu pengadaan Whosh yg ngawur,wes suwe kalau prinsip dasar transportasi seperti itu yang jadi soal itu pengadaan whosh yang ngawur,negative,0
"Di ukur dari beban hutang  yg nanggung rakyat se indonesia ngapain bawa"" kota jakarta alasan Macet  Jawabannya NGACO",di ukur dari beban hutang yang nanggung rakyat se indonesia ngapain bawa kota jakarta alasan macet jawabannya ngaco,negative,0
"Dalam waktu 10 tahun ini, para tikut kaya dadakan harta berlimpah, bisa bayar sana sini untuk menutupi keburukan",dalam waktu   tahun ini para tikut kaya dadakan harta berlimpah bisa bayar sana sini untuk menutupi keburukan,negative,0
Dari pada untuk mmbangun yg tak jelas bgtu mendi mmbangun pley over di setiap jalan  tmpat kereta lewat yang selalu mmbikin macet,dari pada untuk mmbangun yang tidak jelas bgtu mendi mmbangun pley over di setiap jalan tmpat kereta lewat yang selalu mmbikin macet,negative,0
"Pak Mahfud knp dulu TDK seberani seperti sekarang,bapak dulu kok diam pak",pak mahfud knp dulu tidak seberani seperti sekarang bapak dulu kok diam pak,negative,0
Mpud g paham ekonomi sotoiii,mpud g paham ekonomi sotoii,neutral,1
"Pas pk jkw seolah yaqin, giliran pk Luhut pk êmpud knp ragu  ??",pas pk jkw seolah yaqin giliran pk luhut pk mpud knp ragu,negative,0
S O A L  TIPU MENIPU  JOKO MULYONO  JAGONYA.,s o a l tipu menipu joko mulyono jagonya,negative,0
"Iya bukan labanya yang diusut tapi pada waktu pembangunannya ada marup atau tidak, ada kebocoran anggaranan, apa kkn tidak begitu pak bro
Pak bro cuman berdalih angkutan masal tdk mencari laba saja",iya bukan labanya yang diusut tapi pada waktu pembangunannya ada marup atau tidak ada kebocoran anggaranan apa kkn tidak begitu pak bro pak bro cuman berdalih angkutan masal tidak mencari laba saja,negative,0
KPK termul boss ngga bakal berani,kpk termul boss tidak bakal berani,negative,0
Haaaaaaaaa haaaaaaaaa   dunia ini  memang penuh dosa     kedepan prabowo  gimana,haa haa dunia ini memang penuh dosa kedepan prabowo gimana,neutral,1
"Massal nya yang mana pak,",massal nya yang mana pak,neutral,1
KPK HAPUS USUT TUNTAS JGN DIBIARKAN,kpk hapus usut tuntas jgn dibiarkan,negative,0
Tetap tegak lurus ya pak Mahfud.,tetap tegak lurus ya pak mahfud,neutral,1
"Jngan Sampek APBN terseret,enak ja.giliran rugi mslah rakyat yg d Sandra.",jngan sampek apbn terseret enak ja giliran rugi mslah rakyat yang d sandra,negative,0
Sosial itu menyeluruh ! Nyatanya cuma segelintir orang tertentu yg bisa ngerasain adanya whoosh ! Hukum mati !,sosial itu menyeluruh nyatanya cuma segelintir orang tertentu yang bisa ngerasain adanya whoosh hukum mati,negative,0
Pak Mahfud mantap meganalisa,pak mahfud mantap meganalisa,neutral,1
"Masalahnya pembengkaan  biaya,korupsimu yang gak kira2",masalahnya pembengkaan biaya korupsimu yang tidak kira ,negative,0
